district,taluk,crop_name,season,historical_avg_yield,current_yield,yield_loss_pct
Tumakuru,,Tur,Kharif,720.4,492.0,31.7
Tumakuru,,Tur,Total,720.4,492.0,31.7
Tumakuru,,Gram,Rabi,676.2,430.0,36.41
Tumakuru,,Gram,Total,676.2,430.0,36.41
Tumakuru,,Urad,Kharif,495.4,508.0,-2.54
Tumakuru,,Urad,Total,496.6,508.0,-2.3
Tumakuru,,Moong,Kharif,367.6,326.0,11.32
Tumakuru,,Moong,Total,366.0,326.0,10.93
Tumakuru,,Other Pulses,Kharif,569.0,728.0,-27.94
Tumakuru,,Other Pulses,Rabi,630.6,702.0,-11.32
Tumakuru,,Other Pulses,Total,603.0,728.0,-20.73
Tumakuru,,Total Pulses,Total,647.0,499.0,22.87
Tumakuru,,Total Food Grains,Kharif,1842.6,1656.0,10.13
Tumakuru,,Total Food Grains,Rabi,1397.0,1951.0,-39.66
Tumakuru,,Total Food Grains,Summer,3210.0,3572.0,-11.28
Tumakuru,,Total Food Grains,Total,1738.6,1667.0,4.12
Udupi,,Rice,Kharif,3165.2,2831.0,10.56
Udupi,,Rice,Rabi,2956.4,2617.0,11.48
Udupi,,Rice,Summer,3054.5,3245.0,-6.24
Udupi,,Rice,Total,3146.6,2807.0,10.79
Udupi,,Maize,Kharif,2979.4,3133.0,-5.16
Udupi,,Maize,Rabi,3664.4,3584.0,2.19
Udupi,,Maize,Total,3064.6,3572.0,-16.56
Udupi,,Jowar,Kharif,1671.6,1982.0,-18.57
Udupi,,Jowar,Rabi,1137.2,1113.0,2.13
Udupi,,Jowar,Total,1196.6,1177.0,1.64
Udupi,,Shree Anna /Nutri Cereals,Kharif,1432.6,1982.0,-38.35
Udupi,,Shree Anna /Nutri Cereals,Rabi,1137.2,1113.0,2.13
Udupi,,Shree Anna /Nutri Cereals,Total,1324.4,1177.0,11.13
Udupi,,Nutri/Coarse Cereals,Kharif,2327.8,2693.0,-15.69
Udupi,,Nutri/Coarse Cereals,Rabi,1752.0,3161.0,-80.42
Udupi,,Nutri/Coarse Cereals,Total,2196.0,3145.0,-43.21
Udupi,,Cereals,Kharif,2549.8,2831.0,-11.03
Udupi,,Cereals,Rabi,1933.2,2619.0,-35.47
Udupi,,Cereals,Summer,3210.0,3245.0,-1.09
Udupi,,Cereals,Total,2406.6,2807.0,-16.64
Udupi,,Tur,Kharif,720.4,572.0,20.6
Udupi,,Tur,Total,720.4,572.0,20.6
Udupi,,Urad,Kharif,495.4,590.0,-19.1
Udupi,,Urad,Rabi,500.0,485.0,3.0
Udupi,,Urad,Total,496.6,485.0,2.34
Udupi,,Moong,Rabi,317.8,299.0,5.92
Udupi,,Moong,Total,366.0,299.0,18.31
Udupi,,Other Pulses,Kharif,569.0,393.0,30.93
Udupi,,Other Pulses,Rabi,630.6,453.0,28.16
Udupi,,Other Pulses,Total,603.0,452.0,25.04
Udupi,,Total Pulses,Total,647.0,466.0,27.98
Udupi,,Total Food Grains,Kharif,1842.6,2830.0,-53.59
Udupi,,Total Food Grains,Rabi,1397.0,2259.0,-61.7
Udupi,,Total Food Grains,Summer,3210.0,3245.0,-1.09
Udupi,,Total Food Grains,Total,1738.6,2754.0,-58.4
Uttara Kannada,,Rice,Kharif,3165.2,2203.0,30.4
Uttara Kannada,,Rice,Rabi,2956.4,2595.0,12.22
Uttara Kannada,,Rice,Summer,3054.5,2283.0,25.26
Uttara Kannada,,Rice,Total,3146.6,2210.0,29.77
Uttara Kannada,,Wheat,Rabi,1291.6,1255.0,2.83
Uttara Kannada,,Wheat,Total,1291.6,1255.0,2.83
Uttara Kannada,,Maize,Kharif,2979.4,3654.0,-22.64
Uttara Kannada,,Maize,Rabi,3664.4,3584.0,2.19
Uttara Kannada,,Maize,Summer,3736.5,4328.0,-15.83
Uttara Kannada,,Maize,Total,3064.6,3674.0,-19.89
Uttara Kannada,,Jowar,Kharif,1671.6,1982.0,-18.57
Uttara Kannada,,Jowar,Rabi,1137.2,1113.0,2.13
Uttara Kannada,,Jowar,Total,1196.6,1128.0,5.73
Uttara Kannada,,Bajra,Kharif,1241.8,1290.0,-3.88
Uttara Kannada,,Bajra,Total,1239.0,1290.0,-4.12
Uttara Kannada,,Ragi,Kharif,1511.6,1500.0,0.77
Uttara Kannada,,Ragi,Total,1511.6,1500.0,0.77
Uttara Kannada,,Shree Anna /Nutri Cereals,Kharif,1432.6,1563.0,-9.1
Uttara Kannada,,Shree Anna /Nutri Cereals,Rabi,1137.2,1113.0,2.13
Uttara Kannada,,Shree Anna /Nutri Cereals,Total,1324.4,1163.0,12.19
Uttara Kannada,,Nutri/Coarse Cereals,Kharif,2327.8,3651.0,-56.84
Uttara Kannada,,Nutri/Coarse Cereals,Rabi,1752.0,3503.0,-99.94
Uttara Kannada,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Uttara Kannada,,Nutri/Coarse Cereals,Total,2196.0,3653.0,-66.35
Uttara Kannada,,Cereals,Kharif,2549.8,2506.0,1.72
Uttara Kannada,,Cereals,Rabi,1933.2,3344.0,-72.98
Uttara Kannada,,Cereals,Summer,3210.0,3662.0,-14.08
Uttara Kannada,,Cereals,Total,2406.6,2589.0,-7.58
Uttara Kannada,,Tur,Kharif,720.4,572.0,20.6
Uttara Kannada,,Tur,Total,720.4,572.0,20.6
Uttara Kannada,,Gram,Rabi,676.2,596.0,11.86
Uttara Kannada,,Gram,Total,676.2,596.0,11.86
Uttara Kannada,,Urad,Kharif,495.4,590.0,-19.1
Uttara Kannada,,Urad,Rabi,500.0,429.0,14.2
Uttara Kannada,,Urad,Total,496.6,430.0,13.41
Uttara Kannada,,Moong,Rabi,317.8,284.0,10.64
Uttara Kannada,,Moong,Total,366.0,284.0,22.4
Uttara Kannada,,Other Pulses,Kharif,569.0,680.0,-19.51
Uttara Kannada,,Other Pulses,Rabi,630.6,685.0,-8.63
Uttara Kannada,,Other Pulses,Total,603.0,685.0,-13.6
Uttara Kannada,,Total Pulses,Total,647.0,488.0,24.57
Uttara Kannada,,Total Food Grains,Kharif,1842.6,2506.0,-36.0
Uttara Kannada,,Total Food Grains,Rabi,1397.0,1765.0,-26.34
Uttara Kannada,,Total Food Grains,Summer,3210.0,3662.0,-14.08
Uttara Kannada,,Total Food Grains,Total,1738.6,2419.0,-39.13
Vijayanagara,,Rice,Kharif,3165.2,3786.0,-19.61
Vijayanagara,,Rice,Rabi,2956.4,2842.0,3.87
Vijayanagara,,Rice,Summer,3054.5,3272.0,-7.12
Vijayanagara,,Rice,Total,3146.6,3479.0,-10.56
Vijayanagara,,Wheat,Rabi,1291.6,2065.0,-59.88
Vijayanagara,,Wheat,Total,1291.6,2065.0,-59.88
Vijayanagara,,Maize,Kharif,2979.4,2811.0,5.65
Vijayanagara,,Maize,Rabi,3664.4,3184.0,13.11
Vijayanagara,,Maize,Summer,3736.5,4328.0,-15.83
Vijayanagara,,Maize,Total,3064.6,2836.0,7.46
Vijayanagara,,Jowar,Kharif,1671.6,2992.0,-78.99
Vijayanagara,,Jowar,Rabi,1137.2,2457.0,-116.06
Vijayanagara,,Jowar,Total,1196.6,2824.0,-136.0
Vijayanagara,,Bajra,Kharif,1241.8,1545.0,-24.42
Vijayanagara,,Bajra,Total,1239.0,1545.0,-24.7
Vijayanagara,,Ragi,Kharif,1511.6,1308.0,13.47
Vijayanagara,,Ragi,Total,1511.6,1308.0,13.47
Vijayanagara,,Small Millets,Kharif,780.8,383.0,50.95
Vijayanagara,,Small Millets,Total,780.8,383.0,50.95
Vijayanagara,,Shree Anna /Nutri Cereals,Kharif,1432.6,1580.0,-10.29
Vijayanagara,,Shree Anna /Nutri Cereals,Rabi,1137.2,2457.0,-116.06
Vijayanagara,,Shree Anna /Nutri Cereals,Total,1324.4,1638.0,-23.68
Vijayanagara,,Nutri/Coarse Cereals,Kharif,2327.8,2435.0,-4.61
Vijayanagara,,Nutri/Coarse Cereals,Rabi,1752.0,2868.0,-63.7
Vijayanagara,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Vijayanagara,,Nutri/Coarse Cereals,Total,2196.0,2464.0,-12.2
Vijayanagara,,Cereals,Kharif,2549.8,2501.0,1.91
Vijayanagara,,Cereals,Rabi,1933.2,2860.0,-47.94
Vijayanagara,,Cereals,Summer,3210.0,3404.0,-6.04
Vijayanagara,,Cereals,Total,2406.6,2552.0,-6.04
Vijayanagara,,Tur,Kharif,720.4,761.0,-5.64
Vijayanagara,,Tur,Total,720.4,761.0,-5.64
Vijayanagara,,Gram,Rabi,676.2,457.0,32.42
Vijayanagara,,Gram,Total,676.2,457.0,32.42
Vijayanagara,,Urad,Kharif,495.4,590.0,-19.1
Vijayanagara,,Urad,Rabi,500.0,429.0,14.2
Vijayanagara,,Urad,Total,496.6,458.0,7.77
Vijayanagara,,Moong,Kharif,367.6,20.0,94.56
Vijayanagara,,Moong,Rabi,317.8,299.0,5.92
Vijayanagara,,Moong,Total,366.0,43.0,88.25
Vijayanagara,,Other Pulses,Kharif,569.0,861.0,-51.32
Vijayanagara,,Other Pulses,Rabi,630.6,630.0,0.1
Vijayanagara,,Other Pulses,Total,603.0,656.0,-8.79
Vijayanagara,,Total Pulses,Total,647.0,540.0,16.54
Vijayanagara,,Total Food Grains,Kharif,1842.6,2479.0,-34.54
Vijayanagara,,Total Food Grains,Rabi,1397.0,1581.0,-13.17
Vijayanagara,,Total Food Grains,Summer,3210.0,3404.0,-6.04
Vijayanagara,,Total Food Grains,Total,1738.6,2408.0,-38.5
Vijayapura,,Rice,Kharif,3165.2,3394.0,-7.23
Vijayapura,,Rice,Total,3146.6,2582.0,17.94
Vijayapura,,Wheat,Rabi,1291.6,1117.0,13.52
Vijayapura,,Wheat,Total,1291.6,1117.0,13.52
Vijayapura,,Maize,Kharif,2979.4,3629.0,-21.8
Vijayapura,,Maize,Rabi,3664.4,3266.0,10.87
Vijayapura,,Maize,Summer,3736.5,4328.0,-15.83
Vijayapura,,Maize,Total,3064.6,3607.0,-17.7
Vijayapura,,Jowar,Rabi,1137.2,844.0,25.78
Vijayapura,,Jowar,Total,1196.6,844.0,29.47
Vijayapura,,Bajra,Kharif,1241.8,1162.0,6.43
Vijayapura,,Bajra,Total,1239.0,1162.0,6.21
Vijayapura,,Ragi,Kharif,1511.6,1556.0,-2.94
Vijayapura,,Ragi,Total,1511.6,1556.0,-2.94
Vijayapura,,Small Millets,Kharif,780.8,426.0,45.44
Vijayapura,,Small Millets,Total,780.8,426.0,45.44
Vijayapura,,Shree Anna /Nutri Cereals,Kharif,1432.6,1160.0,19.03
Vijayapura,,Shree Anna /Nutri Cereals,Rabi,1137.2,844.0,25.78
Vijayapura,,Shree Anna /Nutri Cereals,Total,1324.4,934.0,29.48
Vijayapura,,Nutri/Coarse Cereals,Kharif,2327.8,3197.0,-37.34
Vijayapura,,Nutri/Coarse Cereals,Rabi,1752.0,1279.0,27.0
Vijayapura,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Vijayapura,,Nutri/Coarse Cereals,Total,2196.0,2557.0,-16.44
Vijayapura,,Cereals,Kharif,2549.8,3198.0,-25.42
Vijayapura,,Cereals,Rabi,1933.2,1219.0,36.94
Vijayapura,,Cereals,Summer,3210.0,4286.0,-33.52
Vijayapura,,Cereals,Total,2406.6,2316.0,3.76
Vijayapura,,Tur,Kharif,720.4,566.0,21.43
Vijayapura,,Tur,Total,720.4,566.0,21.43
Vijayapura,,Gram,Rabi,676.2,638.0,5.65
Vijayapura,,Gram,Total,676.2,638.0,5.65
Vijayapura,,Urad,Kharif,495.4,455.0,8.16
Vijayapura,,Urad,Total,496.6,455.0,8.38
Vijayapura,,Moong,Kharif,367.6,324.0,11.86
Vijayapura,,Moong,Total,366.0,324.0,11.48
Vijayapura,,Other Pulses,Kharif,569.0,772.0,-35.68
Vijayapura,,Other Pulses,Rabi,630.6,560.0,11.2
Vijayapura,,Other Pulses,Total,603.0,753.0,-24.88
Vijayapura,,Total Pulses,Total,647.0,569.0,12.06
Vijayapura,,Total Food Grains,Kharif,1842.6,992.0,46.16
Vijayapura,,Total Food Grains,Rabi,1397.0,1088.0,22.12
Vijayapura,,Total Food Grains,Summer,3210.0,4286.0,-33.52
Vijayapura,,Total Food Grains,Total,1738.6,1016.0,41.56
Yadgir,,Rice,Kharif,3165.2,3642.0,-15.06
Yadgir,,Rice,Rabi,2956.4,2842.0,3.87
Yadgir,,Rice,Summer,3054.5,2546.0,16.65
Yadgir,,Rice,Total,3146.6,3310.0,-5.19
Yadgir,,Wheat,Rabi,1291.6,1255.0,2.83
Yadgir,,Wheat,Total,1291.6,1255.0,2.83
Yadgir,,Maize,Kharif,2979.4,3133.0,-5.16
Yadgir,,Maize,Rabi,3664.4,3584.0,2.19
Yadgir,,Maize,Summer,3736.5,4328.0,-15.83
Yadgir,,Maize,Total,3064.6,3712.0,-21.13
Yadgir,,Jowar,Kharif,1671.6,1982.0,-18.57
Yadgir,,Jowar,Rabi,1137.2,880.0,22.62
Yadgir,,Jowar,Total,1196.6,888.0,25.79
Yadgir,,Bajra,Kharif,1241.8,2116.0,-70.4
Yadgir,,Bajra,Total,1239.0,2116.0,-70.78
Yadgir,,Ragi,Kharif,1511.6,1526.0,-0.95
Yadgir,,Ragi,Total,1511.6,1526.0,-0.95
Yadgir,,Small Millets,Kharif,780.8,511.0,34.55
Yadgir,,Small Millets,Total,780.8,511.0,34.55
Yadgir,,Shree Anna /Nutri Cereals,Kharif,1432.6,2050.0,-43.1
Yadgir,,Shree Anna /Nutri Cereals,Rabi,1137.2,880.0,22.62
Yadgir,,Shree Anna /Nutri Cereals,Total,1324.4,1024.0,22.68
Yadgir,,Nutri/Coarse Cereals,Kharif,2327.8,2081.0,10.6
Yadgir,,Nutri/Coarse Cereals,Rabi,1752.0,996.0,43.15
Yadgir,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Yadgir,,Nutri/Coarse Cereals,Total,2196.0,1163.0,47.04
Yadgir,,Cereals,Kharif,2549.8,3611.0,-41.62
Yadgir,,Cereals,Rabi,1933.2,1652.0,14.55
Yadgir,,Cereals,Summer,3210.0,2555.0,20.4
Yadgir,,Cereals,Total,2406.6,3075.0,-27.77
Yadgir,,Tur,Kharif,720.4,794.0,-10.22
Yadgir,,Tur,Total,720.4,794.0,-10.22
Yadgir,,Gram,Rabi,676.2,678.0,-0.27
Yadgir,,Gram,Total,676.2,678.0,-0.27
Yadgir,,Urad,Kharif,495.4,423.0,14.61
Yadgir,,Urad,Rabi,500.0,429.0,14.2
Yadgir,,Urad,Total,496.6,423.0,14.82
Yadgir,,Moong,Kharif,367.6,288.0,21.65
Yadgir,,Moong,Rabi,317.8,299.0,5.92
Yadgir,,Moong,Total,366.0,288.0,21.31
Yadgir,,Other Pulses,Kharif,569.0,612.0,-7.56
Yadgir,,Other Pulses,Rabi,630.6,580.0,8.02
Yadgir,,Other Pulses,Total,603.0,595.0,1.33
Yadgir,,Total Pulses,Total,647.0,722.0,-11.59
Yadgir,,Total Food Grains,Kharif,1842.6,2074.0,-12.56
Yadgir,,Total Food Grains,Rabi,1397.0,1631.0,-16.75
Yadgir,,Total Food Grains,Summer,3210.0,2555.0,20.4
Yadgir,,Total Food Grains,Total,1738.6,2101.0,-20.84
